รหัสจังหวัด,province_clean,เขต,หมายเลข_clean,party_name_clean,คะแนน,First_digit
10,กรุงเทพมหานคร,7,45,เป็นธรรม,274,2
10,กรุงเทพมหานคร,7,46,ประชาชน,40808,4
10,กรุงเทพมหานคร,7,47,ประชาไทย,90,9
10,กรุงเทพมหานคร,7,48,ไทยสร้างไทย,730,7
10,กรุงเทพมหานคร,7,49,ไทยก้าวใหม่,674,6
10,กรุงเทพมหานคร,7,50,ประชาอาสาชาติ,12,1
10,กรุงเทพมหานคร,7,51,พร้อม,18,1
10,กรุงเทพมหานคร,7,52,เครือข่ายชาวนาแห่งประเทศไทย,5,5
10,กรุงเทพมหานคร,7,53,ไทยภักดีธรรม,12,1
10,กรุงเทพมหานคร,7,54,ความหวังใหม่,10,1
10,กรุงเทพมหานคร,7,55,ไทยรวมไทย,11,1
10,กรุงเทพมหานคร,7,56,เพื่อบ้านเมือง,23,2
10,กรุงเทพมหานคร,7,57,พลังไทยรักชาติ,18,1
10,กรุงเทพมหานคร,7,58,รักษ์ธรรม,N/A,
10,กรุงเทพมหานคร,7,59,รวมพลัง,N/A,
10,กรุงเทพมหานคร,7,60,สัมมาธิปไตย,N/A,
10,กรุงเทพมหานคร,8,1,ไทยทรัพย์ทวี,151,1
10,กรุงเทพมหานคร,8,2,เพื่อชาติไทย,199,1
10,กรุงเทพมหานคร,8,3,ใหม่,42,4
10,กรุงเทพมหานคร,8,4,มิติใหม่,49,4
10,กรุงเทพมหานคร,8,5,รวมใจไทย,385,3
10,กรุงเทพมหานคร,8,6,รวมไทยสร้างชาติ,2695,2
10,กรุงเทพมหานคร,8,7,พลวัต,132,1
10,กรุงเทพมหานคร,8,8,ประชาธิปไตยใหม่,179,1
10,กรุงเทพมหานคร,8,9,เพื่อไทย,10503,1
10,กรุงเทพมหานคร,8,10,ทางเลือกใหม่,468,4
10,กรุงเทพมหานคร,8,11,เศรษฐกิจ,1693,1
10,กรุงเทพมหานคร,8,12,เสรีรวมไทย,409,4
10,กรุงเทพมหานคร,8,13,รวมพลังประชาชน,235,2
10,กรุงเทพมหานคร,8,14,ท้องที่ไทย,45,4
10,กรุงเทพมหานคร,8,15,อนาคตไทย,87,8
10,กรุงเทพมหานคร,8,16,พลังเพื่อไทย,81,8
10,กรุงเทพมหานคร,8,17,ไทยชนะ,32,3
10,กรุงเทพมหานคร,8,18,พลังสังคมใหม่,10,1
10,กรุงเทพมหานคร,8,19,สังคมประชาธิปไตยไทย,88,8
10,กรุงเทพมหานคร,8,20,ฟิวชัน,28,2
10,กรุงเทพมหานคร,8,21,ไทยรวมพลัง,29,2
10,กรุงเทพมหานคร,8,22,ก้าวอิสระ,18,1
10,กรุงเทพมหานคร,8,23,ปวงชนไทย,47,4
10,กรุงเทพมหานคร,8,24,วินัยไทย,24,2
10,กรุงเทพมหานคร,8,25,เพื่อชีวิตใหม่,17,1
10,กรุงเทพมหานคร,8,26,คลองไทย,19,1
10,กรุงเทพมหานคร,8,27,ประชาธิปัตย์,10313,1
10,กรุงเทพมหานคร,8,28,ไทยก้าวหน้า,77,7
10,กรุงเทพมหานคร,8,29,ไทยภักดี,2065,2
10,กรุงเทพมหานคร,8,30,แรงงานสร้างชาติ,28,2
10,กรุงเทพมหานคร,8,31,ประชากรไทย,45,4
10,กรุงเทพมหานคร,8,32,ครูไทยเพื่อประชาชน,19,1
10,กรุงเทพมหานคร,8,33,ประชาชาติ,51,5
10,กรุงเทพมหานคร,8,34,สร้างอนาคตไทย,27,2
10,กรุงเทพมหานคร,8,35,รักชาติ,233,2
10,กรุงเทพมหานคร,8,36,ไทยพร้อม,49,4
10,กรุงเทพมหานคร,8,37,ภูมิใจไทย,20176,2
10,กรุงเทพมหานคร,8,38,พลังธรรมใหม่,53,5
10,กรุงเทพมหานคร,8,39,กรีน,105,1
10,กรุงเทพมหานคร,8,40,ไทยธรรม,9,9
10,กรุงเทพมหานคร,8,41,แผ่นดินธรรม,15,1
10,กรุงเทพมหานคร,8,42,กล้าธรรม,176,1
10,กรุงเทพมหานคร,8,43,พลังประชารัฐ,115,1
10,กรุงเทพมหานคร,8,44,โอกาสใหม่,174,1
10,กรุงเทพมหานคร,8,45,เป็นธรรม,47,4
10,กรุงเทพมหานคร,8,46,ประชาชน,46772,4
10,กรุงเทพมหานคร,8,47,ประชาไทย,73,7
10,กรุงเทพมหานคร,8,48,ไทยสร้างไทย,923,9
10,กรุงเทพมหานคร,8,49,ไทยก้าวใหม่,926,9
10,กรุงเทพมหานคร,8,50,ประชาอาสาชาติ,1,1
10,กรุงเทพมหานคร,8,51,พร้อม,22,2
10,กรุงเทพมหานคร,8,52,เครือข่ายชาวนาแห่งประเทศไทย,10,1
10,กรุงเทพมหานคร,8,53,ไทยภักดีธรรม,5,5
10,กรุงเทพมหานคร,8,54,ความหวังใหม่,19,1
10,กรุงเทพมหานคร,8,55,ไทยรวมไทย,11,1
10,กรุงเทพมหานคร,8,56,เพื่อบ้านเมือง,12,1
10,กรุงเทพมหานคร,8,57,พลังไทยรักชาติ,20,2
10,กรุงเทพมหานคร,8,58,รักษ์ธรรม,N/A,
10,กรุงเทพมหานคร,8,59,รวมพลัง,N/A,
10,กรุงเทพมหานคร,8,60,สัมมาธิปไตย,N/A,
10,กรุงเทพมหานคร,9,1,ไทยทรัพย์ทวี,62,6
10,กรุงเทพมหานคร,9,2,เพื่อชาติไทย,210,2
10,กรุงเทพมหานคร,9,3,ใหม่,57,5
10,กรุงเทพมหานคร,9,4,มิติใหม่,38,3
10,กรุงเทพมหานคร,9,5,รวมใจไทย,309,3
10,กรุงเทพมหานคร,9,6,รวมไทยสร้างชาติ,2640,2
10,กรุงเทพมหานคร,9,7,พลวัต,133,1
10,กรุงเทพมหานคร,9,8,ประชาธิปไตยใหม่,362,3
10,กรุงเทพมหานคร,9,9,เพื่อไทย,9729,9
10,กรุงเทพมหานคร,9,10,ทางเลือกใหม่,480,4
10,กรุงเทพมหานคร,9,11,เศรษฐกิจ,1852,1
10,กรุงเทพมหานคร,9,12,เสรีรวมไทย,467,4
10,กรุงเทพมหานคร,9,13,รวมพลังประชาชน,230,2
10,กรุงเทพมหานคร,9,14,ท้องที่ไทย,14,1
10,กรุงเทพมหานคร,9,15,อนาคตไทย,55,5
10,กรุงเทพมหานคร,9,16,พลังเพื่อไทย,71,7
10,กรุงเทพมหานคร,9,17,ไทยชนะ,36,3
10,กรุงเทพมหานคร,9,18,พลังสังคมใหม่,10,1
10,กรุงเทพมหานคร,9,19,สังคมประชาธิปไตยไทย,18,1
10,กรุงเทพมหานคร,9,20,ฟิวชัน,19,1
10,กรุงเทพมหานคร,9,21,ไทยรวมพลัง,61,6
10,กรุงเทพมหานคร,9,22,ก้าวอิสระ,14,1
10,กรุงเทพมหานคร,9,23,ปวงชนไทย,57,5
10,กรุงเทพมหานคร,9,24,วินัยไทย,42,4
10,กรุงเทพมหานคร,9,25,เพื่อชีวิตใหม่,8,8
10,กรุงเทพมหานคร,9,26,คลองไทย,26,2
10,กรุงเทพมหานคร,9,27,ประชาธิปัตย์,9108,9
10,กรุงเทพมหานคร,9,28,ไทยก้าวหน้า,78,7
10,กรุงเทพมหานคร,9,29,ไทยภักดี,1669,1
10,กรุงเทพมหานคร,9,30,แรงงานสร้างชาติ,21,2
10,กรุงเทพมหานคร,9,31,ประชากรไทย,45,4
10,กรุงเทพมหานคร,9,32,ครูไทยเพื่อประชาชน,23,2
10,กรุงเทพมหานคร,9,33,ประชาชาติ,56,5
10,กรุงเทพมหานคร,9,34,สร้างอนาคตไทย,24,2
10,กรุงเทพมหานคร,9,35,รักชาติ,162,1
10,กรุงเทพมหานคร,9,36,ไทยพร้อม,170,1
10,กรุงเทพมหานคร,9,37,ภูมิใจไทย,19538,1
10,กรุงเทพมหานคร,9,38,พลังธรรมใหม่,45,4
10,กรุงเทพมหานคร,9,39,กรีน,140,1
10,กรุงเทพมหานคร,9,40,ไทยธรรม,13,1
10,กรุงเทพมหานคร,9,41,แผ่นดินธรรม,18,1
10,กรุงเทพมหานคร,9,42,กล้าธรรม,599,5
10,กรุงเทพมหานคร,9,43,พลังประชารัฐ,138,1
10,กรุงเทพมหานคร,9,44,โอกาสใหม่,141,1
10,กรุงเทพมหานคร,9,45,เป็นธรรม,66,6
10,กรุงเทพมหานคร,9,46,ประชาชน,47230,4
10,กรุงเทพมหานคร,9,47,ประชาไทย,75,7
